SN,State,LGA,Health Facility,% of states that have commenced recruitment of SBAs,Proportion of targeted SBA recruitments that have been completed (recruited over planned),Number of SBAs recruited,Proportion of SBAs deployed per state (total number deployed),Total number of SBAs,Proportion of planned frontline health workers who have been trained,Proportion of CBHWs recruited (state),Number of CBHWs trained (state),Proportion of CBHWs deployed per state (state),% of recruited CBHWs that have been absorbed ,Total BHCPF Facilities (LGA),Proportion of L2 functional facilities per LGA (BHCPF),Proportion of L1 functional facilities per LGA,Proportion of partially functional facilities per LGA,Number of revitalized PHC facilities per LGA,# of emergency referrals transported via the ambulance service,# of obstetric and newborn emergency referrals transported via the ambulance service,# of obstetric emergencies reported via helplines,,,,,
775,KADUNA,GIWA,Panhauya Primary Health Centre,NO,,0,0,6,150,696,696,696,0,11,7,4,0,7,,,,,,,,Panhauya Primary Health Centre
776,KADUNA,GIWA,Shika Primary Health Centre,NO,,0,0,9,150,696,696,696,0,11,7,4,0,7,,,,,,,,Shika Primary Health Centre
777,KADUNA,GIWA,Wazata Primary Health Centre,NO,,0,0,3,150,696,696,696,0,11,7,4,0,7,,,,,,,,Wazata Primary Health Centre
778,KADUNA,GIWA,Yakawada Primary Health Centre,NO,,0,0,7,150,696,696,696,0,11,7,4,0,7,,,,,,,,Yakawada Primary Health Centre
779,KADUNA,KAGARKO,Akoti Primary Health Centre,YES,,11,11,11,32,696,696,696,0,10,9,1,0,5,,,,,,,,Akoti Primary Health Centre
780,KADUNA,KAGARKO,Dogon Kurmi Primary Health Centre,YES,,3,3,7,32,696,696,696,0,10,9,1,0,5,,,,,,,,Dogon Kurmi Primary Health Centre
781,KADUNA,KAGARKO,Iddah Primary Health Centre,YES,,5,5,10,32,696,696,696,0,10,9,1,0,5,,,,,,,,Iddah Primary Health Centre
782,KADUNA,KAGARKO,Jere Primary Health Centre,YES,,12,12,11,32,696,696,696,0,10,9,1,0,5,,,,,,,,Jere Primary Health Centre
783,KADUNA,KAGARKO,Kagarko Primary Health Centre,YES,,11,11,12,32,696,696,696,0,10,9,1,0,5,,,,,,,,Kagarko Primary Health Centre
784,KADUNA,KAGARKO,Kenyi Primary Health Centre,YES,,4,4,0,32,696,696,696,0,10,9,1,0,5,,,,,,,,Kenyi Health Clinic
785,KADUNA,KAGARKO,Kubacha Primary Health Centre,NO,,0,0,10,32,696,696,696,0,10,9,1,0,5,,,,,,,,Kubacha Primary Health Centre
786,KADUNA,KAGARKO,Kukui Primary Health Centre,YES,,5,5,7,32,696,696,696,0,10,9,1,0,5,,,,,,,,Kukui Primary Health Clinic
787,KADUNA,KAGARKO,Kurmin Jibrin Primary Health Centre,YES,,5,5,7,32,696,696,696,0,10,9,1,0,5,,,,,,,,Kurmin Jibrin Primary Health Centre
788,KADUNA,KAGARKO,Kwasare Primary Health Centre,YES,,2,2,8,32,696,696,696,0,10,9,1,0,5,,,,,,,,Kwasare Primary Health Centre
789,KADUNA,KAURU,Bakin Kogi Primary Health Centre,YES,,6,6,4,62,696,696,696,0,11,4,7,0,6,,,,,,,,Bakin Kogi Primary Health Center
790,KADUNA,KAURU,Damakasuwa Primary Health Centre,YES,,1,1,6,62,696,696,696,0,11,4,7,0,6,,,,,,,,Damakasuwa Primary Health Center
791,KADUNA,KAURU,Dandaura Primary Health Centre,YES,,1,1,0,62,696,696,696,0,11,4,7,0,6,,,,,,,,Dandaura Primary Health Center
792,KADUNA,KAURU,Dokan Karji Health Centre,YES,,3,3,4,62,696,696,696,0,11,4,7,0,6,,,,,,,,Dokan Karji Primary Health Center
793,KADUNA,KAURU,Kagadama Primary Health Centre,YES,,10,10,5,62,696,696,696,0,11,4,7,0,6,,,,,,,,Kagadama Primary Health Center
794,KADUNA,KAURU,Kamaru Primary Health Centre,YES,,8,8,5,62,696,696,696,0,11,4,7,0,6,,,,,,,,Kamaru Primary Health Center
795,KADUNA,KAURU,Kauru Primary Health Centre,YES,,14,14,7,62,696,696,696,0,11,4,7,0,6,,,,,,,,Primary Health Center Kauru
796,KADUNA,KAURU,Kinugu Health Centre,YES,,4,4,3,62,696,696,696,0,11,4,7,0,6,,,,,,,,Model P.H.C Kidugu 11
797,KADUNA,KAURU,Kono Primary Health Centre,YES,,4,4,4,62,696,696,696,0,11,4,7,0,6,,,,,,,,Kono Primary Health Center
798,KADUNA,KAURU,Kwassam Primary Health Centre,YES,,11,11,6,62,696,696,696,0,11,4,7,0,6,,,,,,,,Primary Health Center Kwassam
799,KADUNA,KAURU,Rahama Health Centre,YES,,4,4,2,62,696,696,696,0,11,4,7,0,6,,,,,,,,Rahama Primary Health Center
800,KADUNA,KUBAU,Anchau Primary Health Centre,YES,,14,14,10,106,696,696,696,0,11,11,0,0,8,,,,,,,,Anchau Primary Health Centre
801,KADUNA,KUBAU,D/Wai Primary Health Centre,YES,,12,12,6,106,696,696,696,0,11,11,0,0,8,,,,,,,,Dutsen Wai Primary Health Centre
802,KADUNA,KUBAU,Damau Primary Health Centre,YES,,11,11,8,106,696,696,696,0,11,11,0,0,8,,,,,,,,Damau Primary Health Centre
803,KADUNA,KUBAU,Kampaninmaude Zabi Primary Health Centre,YES,,8,8,7,106,696,696,696,0,11,11,0,0,8,,,,,,,,Kamfani Maude Primary Health Centre
804,KADUNA,KUBAU,Kargi Primary Health Centre,YES,,12,12,10,106,696,696,696,0,11,11,0,0,8,,,,,,,,Kargi Primary Health Centre
805,KADUNA,KUBAU,Karreh Primary Health Centre,YES,,11,11,6,106,696,696,696,0,11,11,0,0,8,,,,,,,,Karreh Primary Health Centre
806,KADUNA,KUBAU,Kubau Primary Health Centre,YES,,12,12,8,106,696,696,696,0,11,11,0,0,8,,,,,,,,Kubau Primary Health Centre
807,KADUNA,KUBAU,Mah Primary Health Centre,YES,,10,10,4,106,696,696,696,0,11,11,0,0,8,,,,,,,,Mah Primary Health Centre
808,KADUNA,KUBAU,Pambegua Primary Health Centre,YES,,13,13,10,106,696,696,696,0,11,11,0,0,8,,,,,,,,Pambegua Primary Health Centre
809,KADUNA,KUBAU,Phchaskiya Primary Health Centre,YES,,10,10,4,106,696,696,696,0,11,11,0,0,8,,,,,,,,Haskiya Primary Health Centre
810,KADUNA,KUBAU,Zuntu Primary Health Centre (Mphc),YES,,14,14,8,106,696,696,696,0,11,11,0,0,8,,,,,,,,Zuntu Model Primary Health Care
811,KADUNA,KUDAN,Dan Gashi Primary Health Centre,YES,,9,9,7,91,696,696,696,0,10,10,0,0,7,,,,,,,,Dangashi Primary Health Centre
812,KADUNA,KUDAN,Doka Primary Health Centre,YES,,11,11,8,91,696,696,696,0,10,10,0,0,7,,,,,,,,Doka Primary Health Centre
813,KADUNA,KUDAN,Garu Primary Health Centre,YES,,10,10,9,91,696,696,696,0,10,10,0,0,7,,,,,,,,Garu Primary Health Centre
814,KADUNA,KUDAN,Hunkuyi Primary Health Centre,YES,,15,15,9,91,696,696,696,0,10,10,0,0,7,,,,,,,,Hunkuyi Primary Health Centre
815,KADUNA,KUDAN,K/Wali Primary Health Centre (Mphc),YES,,11,11,5,91,696,696,696,0,10,10,0,0,7,,,,,,,,Kauran Wali Model Primary Health Centre
816,KADUNA,KUDAN,Kudan Primary Health Centre,YES,,14,14,8,91,696,696,696,0,10,10,0,0,7,,,,,,,,Kudan Primary Health Centre
817,KADUNA,KUDAN,Likoro Primary Health Centre,YES,,14,14,8,91,696,696,696,0,10,10,0,0,7,,,,,,,,Likoro Primary Health Centre
818,KADUNA,KUDAN,Sabon Gari Primary Health Centre,YES,,13,13,13,91,696,696,696,0,10,10,0,0,7,,,,,,,,Sabon Gari Primary Health Centre
819,KADUNA,KUDAN,Taba Primary Health Centre,YES,,10,10,8,91,696,696,696,0,10,10,0,0,7,,,,,,,,Taba Primary Health Centre
820,KADUNA,KUDAN,Tashan Kade Primary Health Centre,YES,,1,1,6,91,696,696,696,0,10,10,0,0,7,,,,,,,,Tashan Kade Primary Health Centre
821,KADUNA,ZARIA,Ang Alkali Primary Health Centre,YES,,11,11,8,150,696,696,696,0,13,10,3,0,8,,,,,,,,Anguwan Alkali Primary Health Centre
822,KADUNA,ZARIA,Ang Dankali Primary Health Centre,YES,,1,1,8,150,696,696,696,0,13,10,3,0,8,,,,,,,,Anguwan Dankali Primary Health Centre
823,KADUNA,ZARIA,Ang Fatika Primary Health Centre,YES,,11,11,14,150,696,696,696,0,13,10,3,0,8,,,,,,,,Unguwan Fatika Primary Health Centre
824,KADUNA,ZARIA,B/Dodo Primary Health Centre,YES,,11,11,18,150,696,696,696,0,13,10,3,0,8,,,,,,,,Babban Dodo Primary Health Centre
825,KADUNA,ZARIA,Dambo Primary Health Centre,YES,,5,5,2,150,696,696,696,0,13,10,3,0,8,,,,,,,,Dambo Primary Health Centre
826,KADUNA,ZARIA,Durumi Primary Health Centre,YES,,10,10,9,150,696,696,696,0,13,10,3,0,8,,,,,,,,Durumi PHC
827,KADUNA,ZARIA,Dutsen Abba Primary Health Centre,YES,,12,12,4,150,696,696,696,0,13,10,3,0,8,,,,,,,,Dutsen Abba Primary Health Centre
828,KADUNA,ZARIA,Gyallesu Primary Health Centre,YES,,9,9,6,150,696,696,696,0,13,10,3,0,8,,,,,,,,Gyallesu Primary Health Centre
829,KADUNA,ZARIA,Iyal Primary Health Centre,YES,,11,11,12,150,696,696,696,0,13,10,3,0,8,,,,,,,,Iyal Kwarbai Primary Health Centre
830,KADUNA,ZARIA,L/Sarki Primary Health Centre,NO,,0,0,18,150,696,696,696,0,13,10,3,0,8,,,,,,,,L/Sarki Primary Health Centre
831,KADUNA,ZARIA,Rimi Doko Primary Health Centre,YES,,12,12,13,150,696,696,696,0,13,10,3,0,8,,,,,,,,Rimin Doko Primary Health Centre
832,KADUNA,ZARIA,T/Tukur Primary Health Centre,YES,,11,11,12,150,696,696,696,0,13,10,3,0,8,,,,,,,,Tukur Tukur Primary Health Centre
833,KADUNA,ZARIA,Wuciciri Primary Health Centre,YES,,10,10,3,150,696,696,696,0,13,10,3,0,8,,,,,,,,Wuciciri Primary Health Centre
834,KANO,AJINGI,Balare Primary Health Centre,YES,,5,5,4,133,716,716,716,0,10,0,10,0,5,,,,,,,,Balare Primary Health Centre
835,KANO,AJINGI,Chula Health Clinic,NO,,0,0,1,133,716,716,716,0,10,0,10,0,5,,,,,,,,Chula Health Clinic
836,KANO,AJINGI,Dundun Health Post,NO,,0,0,4,133,716,716,716,0,10,0,10,0,5,,,,,,,,Dundun Health Post
837,KANO,AJINGI,Fagawa Health Post,NO,,0,0,3,133,716,716,716,0,10,0,10,0,5,,,,,,,,Fagawa Health Post
838,KANO,AJINGI,Gafasa Health Post,NO,,0,0,4,133,716,716,716,0,10,0,10,0,5,,,,,,,,Gafasa Health Post
839,KANO,AJINGI,Gurduba Health Post,YES,,1,1,2,133,716,716,716,0,10,0,10,0,5,,,,,,,,Gurduba Health Post
840,KANO,AJINGI,Makarya Primary Health Centre,NO,,0,0,2,133,716,716,716,0,10,0,10,0,5,,,,,,,,Makarya Primary Health Centre
841,KANO,AJINGI,Sakaalawa Health Post,NO,,0,0,2,133,716,716,716,0,10,0,10,0,5,,,,,,,,Sakaalawa Health Post
842,KANO,AJINGI,Toranke Primary Health Centre,YES,,1,1,6,133,716,716,716,0,10,0,10,0,5,,,,,,,,Toranke Primary Health Centre
843,KANO,AJINGI,Unguwar Bai Health Post,NO,,0,0,4,133,716,716,716,0,10,0,10,0,5,,,,,,,,Unguwar Bai Health Post
844,KANO,ALBASU,Albasu Primary Health Centre,YES,,1,1,7,115,716,716,716,0,10,1,9,0,5,,,,,,,,Albasu Primary Health Centre
845,KANO,ALBASU,Bataiya Primary Health Centre,NO,,0,0,4,115,716,716,716,0,10,1,9,0,5,,,,,,,,Bataiya Primary Health Centre
846,KANO,ALBASU,Daho Health Post,NO,,0,0,2,115,716,716,716,0,10,1,9,0,5,,,,,,,,Daho Health Post
847,KANO,ALBASU,Duja Health Clinic,NO,,0,0,3,115,716,716,716,0,10,1,9,0,5,,,,,,,,Duja Health Clinic
848,KANO,ALBASU,Fanda Model Primary Health Centre,YES,,1,1,7,115,716,716,716,0,10,1,9,0,5,,,,,,,,Fanda Model Primary Health Centre
849,KANO,ALBASU,Faragai Health Post,YES,,1,1,5,115,716,716,716,0,10,1,9,0,5,,,,,,,,Faragai Health Post
850,KANO,ALBASU,Gagarame Health Post,NO,,0,0,2,115,716,716,716,0,10,1,9,0,5,,,,,,,,Gagarame Health Post
851,KANO,ALBASU,Hungu Primary Health Centre,NO,,0,0,4,115,716,716,716,0,10,1,9,0,5,,,,,,,,Hungu Primary Health Centre
852,KANO,ALBASU,Saya-Saya Primary Health Centre,NO,,0,0,4,115,716,716,716,0,10,1,9,0,5,,,,,,,,Saya-Saya Primary Health Centre
853,KANO,ALBASU,Tsangaya Primary Health Centre,NO,,0,0,4,115,716,716,716,0,10,1,9,0,5,,,,,,,,Tsangaya Primary Health Centre
854,KANO,BAGWAI,Abbas Primary Health Centre,YES,,2,2,9,122,716,716,716,0,10,2,8,0,4,,,,,,,,Abbas Primary Health Centre
855,KANO,BAGWAI,Dangada Model Primary Health Centre,NO,,0,0,4,122,716,716,716,0,10,2,8,0,4,,,,,,,,Dangada Model Primary Health Centre
856,KANO,BAGWAI,Gadanya Basic Health Clinic,NO,,0,0,4,122,716,716,716,0,10,2,8,0,4,,,,,,,,Gadanya Basic Health Clinic
857,KANO,BAGWAI,Gogori Basic Health Clinic,NO,,0,0,2,122,716,716,716,0,10,2,8,0,4,,,,,,,,Gogori Basic Health Clinic
858,KANO,BAGWAI,Kiyawa Basic Health Clinic,NO,,0,0,2,122,716,716,716,0,10,2,8,0,4,,,,,,,,Kiyawa Basic Health Clinic
859,KANO,BAGWAI,Kwajale Health Post,NO,,0,0,2,122,716,716,716,0,10,2,8,0,4,,,,,,,,Kwajale Health Post
860,KANO,BAGWAI,Rimin Dako Health Post,NO,,0,0,3,122,716,716,716,0,10,2,8,0,4,,,,,,,,Rimin Dako Health Post
861,KANO,BAGWAI,Romo Health Clinic,NO,,0,0,3,122,716,716,716,0,10,2,8,0,4,,,,,,,,Romo Health Clinic
862,KANO,BAGWAI,Sare Sare Model Primary Health Centre,NO,,0,0,3,122,716,716,716,0,10,2,8,0,4,,,,,,,,Sare Sare Model Primary Health Centre
863,KANO,BAGWAI,Wuro Bagga Model Primary Health Centre,NO,,0,0,2,122,716,716,716,0,10,2,8,0,4,,,,,,,,Wuro Bagga Model Primary Health Centre
864,KANO,BUNKURE,Barkum Health Post,YES,,1,1,6,16,716,716,716,0,10,2,8,0,3,,,,,,,,Barkum Health Post
865,KANO,BUNKURE,Bono Primary Health Centre,NO,,0,0,5,16,716,716,716,0,10,2,8,0,3,,,,,,,,Bono Primary Health Centre
866,KANO,BUNKURE,Bunkure Primary Health Centre,NO,,0,0,13,16,716,716,716,0,10,2,8,0,3,,,,,,,,Bunkure Primary Health Centre
867,KANO,BUNKURE,Chirin Health Clinic,NO,,0,0,4,16,716,716,716,0,10,2,8,0,3,,,,,,,,Chirin Health Clinic
868,KANO,BUNKURE,Gafan Health Post,NO,,0,0,2,16,716,716,716,0,10,2,8,0,3,,,,,,,,Gafan Health Post
869,KANO,BUNKURE,Gurjiya Primary Health Centre,NO,,0,0,6,16,716,716,716,0,10,2,8,0,3,,,,,,,,Gurjiya Primary Health Centre
870,KANO,BUNKURE,Gwamma Health Post,NO,,0,0,2,16,716,716,716,0,10,2,8,0,3,,,,,,,,Gwamma Health Post
871,KANO,BUNKURE,Kulluwa Health Clinic,NO,,0,0,3,16,716,716,716,0,10,2,8,0,3,,,,,,,,Kulluwa Health Clinic
872,KANO,BUNKURE,Kumurya Basic Health Clinic,YES,,1,1,4,16,716,716,716,0,10,2,8,0,3,,,,,,,,Kumurya Basic Health Clinic
873,KANO,BUNKURE,Sanda Health Post,NO,,0,0,1,16,716,716,716,0,10,2,8,0,3,,,,,,,,Sanda Health Post
874,KANO,DALA,Adakawa Health Post,NO,,0,0,2,137,716,716,716,0,14,2,12,0,3,,,,,,,,Adakawa Health Post
875,KANO,DALA,Bakin Ruwa Basic Health Clinic,YES,,1,1,5,137,716,716,716,0,14,2,12,0,3,,,,,,,,Bakin Ruwa Basic Health Clinic
876,KANO,DALA,Dala Maternal And Child Health Centre,NO,,0,0,13,137,716,716,716,0,14,2,12,0,3,,,,,,,,Dala Maternal And Child Health Centre
877,KANO,DALA,Dandinshe Mphc Primary Health Centre,YES,,3,3,9,137,716,716,716,0,14,2,12,0,3,,,,,,,,Dandinshe Mphc Primary Health Centre
878,KANO,DALA,Dogon Nama Primary Health Centre,NO,,0,0,5,137,716,716,716,0,14,2,12,0,3,,,,,,,,Dogon Nama Primary Health Centre
879,KANO,DALA,Fuskar Arewa Primary Health Centre,NO,,0,0,4,137,716,716,716,0,14,2,12,0,3,,,,,,,,Fuskar Arewa Primary Health Centre
880,KANO,DALA,Gwammaja Clinic Maternal And Child Health,YES,,1,1,5,137,716,716,716,0,14,2,12,0,3,,,,,,,,Gwammaja Clinic Maternal And Child Health
881,KANO,DALA,Kantudu Health Clinic,YES,,4,4,2,137,716,716,716,0,14,2,12,0,3,,,,,,,,Kantudu Health Clinic
882,KANO,DALA,Kofar Mazugal Health Post,YES,,2,2,4,137,716,716,716,0,14,2,12,0,3,,,,,,,,Kofar Mazugal Health Post
883,KANO,DALA,Kurna Primary Health Centre,YES,,6,6,8,137,716,716,716,0,14,2,12,0,3,,,,,,,,Kurna Primary Health Centre
884,KANO,DALA,Madigawa Health Clinic,NO,,0,0,4,137,716,716,716,0,14,2,12,0,3,,,,,,,,Madigawa Health Clinic
885,KANO,DALA,Mai Unguwa Garba Health Clinic,NO,,0,0,3,137,716,716,716,0,14,2,12,0,3,,,,,,,,Mai Unguwa Garba Health Clinic
886,KANO,DALA,Mailafiya Sanka Primary Health Centre,YES,,1,1,2,137,716,716,716,0,14,2,12,0,3,,,,,,,,Mailafiya Sanka Primary Health Centre
887,KANO,DALA,Yalwa/Madakingini Clinic Maternal And Child Health,NO,,0,0,3,137,716,716,716,0,14,2,12,0,3,,,,,,,,Yalwa/Madakingini Clinic Maternal And Child Health
888,KANO,DOGUWA,Burji Primary Health Centre,YES,,5,5,1,83,716,716,716,0,10,0,10,0,2,,,,,,,,Burji Primary Health Centre
889,KANO,DOGUWA,Dadin Kowa Health Post,NO,,0,0,4,83,716,716,716,0,10,0,10,0,2,,,,,,,,Dadin Kowa Health Post
890,KANO,DOGUWA,Dariyar Shere Health Post,NO,,0,0,3,83,716,716,716,0,10,0,10,0,2,,,,,,,,Dariyar Shere Health Post
891,KANO,DOGUWA,Doguwa (Bamako) Basic Health Centre,NO,,0,0,3,83,716,716,716,0,10,0,10,0,2,,,,,,,,Doguwa (Bamako) Basic Health Centre
892,KANO,DOGUWA,Falgore Model Primary Health Centre,YES,,3,3,1,83,716,716,716,0,10,0,10,0,2,,,,,,,,Falgore Model Primary Health Centre
893,KANO,DOGUWA,Maraku Health Post,NO,,0,0,7,83,716,716,716,0,10,0,10,0,2,,,,,,,,Maraku Health Post
894,KANO,DOGUWA,Ririwai Basic Health Clinic,NO,,0,0,4,83,716,716,716,0,10,0,10,0,2,,,,,,,,Ririwai Basic Health Clinic
895,KANO,DOGUWA,Tagwaye Health Post,NO,,0,0,3,83,716,716,716,0,10,0,10,0,2,,,,,,,,Tagwaye Health Post
896,KANO,DOGUWA,Unguwar Natsohuwa Health Post,YES,,4,4,5,83,716,716,716,0,10,0,10,0,2,,,,,,,,Unguwar Natsohuwa Health Post
897,KANO,DOGUWA,Zainabi Health Post,NO,,0,0,4,83,716,716,716,0,10,0,10,0,2,,,,,,,,Zainabi Health Post
898,KANO,GARKO,Buda Health Post,NO,,0,0,1,78,716,716,716,0,10,1,9,0,5,,,,,,,,Buda Health Post
899,KANO,GARKO,Dal Model Primary Health Centre,YES,,1,1,3,78,716,716,716,0,10,1,9,0,5,,,,,,,,Dal Model Primary Health Centre
900,KANO,GARKO,Garin Ali Basic Health Clinic,YES,,4,4,1,78,716,716,716,0,10,1,9,0,5,,,,,,,,Garin Ali Basic Health Clinic
901,KANO,GARKO,Garko Model Primary Health Centre,YES,,1,1,13,78,716,716,716,0,10,1,9,0,5,,,,,,,,Garko Model Primary Health Centre
902,KANO,GARKO,Garwaji Health Post,NO,,0,0,2,78,716,716,716,0,10,1,9,0,5,,,,,,,,Garwaji Health Post
903,KANO,GARKO,Gurjiya Primary Health Centre,NO,,0,0,6,78,716,716,716,0,10,1,9,0,5,,,,,,,,Gurjiya Primary Health Centre
904,KANO,GARKO,Kafin Malamai Health Post,NO,,0,0,1,78,716,716,716,0,10,1,9,0,5,,,,,,,,Kafin Malamai Health Post
905,KANO,GARKO,Kafir Chiri Basic Health Clinic,NO,,0,0,2,78,716,716,716,0,10,1,9,0,5,,,,,,,,Kafir Chiri Basic Health Clinic
906,KANO,GARKO,Sanni Health Post,NO,,0,0,0,78,716,716,716,0,10,1,9,0,5,,,,,,,,Sanni Health Post
907,KANO,GARKO,Sarina Primary Health Centre,YES,,1,1,3,78,716,716,716,0,10,1,9,0,5,,,,,,,,Sarina Primary Health Centre
908,KANO,GAYA,Balan Model Primary Health Centre,YES,,1,1,1,132,716,716,716,0,10,0,10,0,4,,,,,,,,Balan Model Primary Health Centre
909,KANO,GAYA,Dr Rabiu Musa Kwankwaso Health Clinic,YES,,1,1,3,132,716,716,716,0,10,0,10,0,4,,,,,,,,Dr Rabiu Musa Kwankwaso Health Clinic
910,KANO,GAYA,Gamarya Health Clinic,NO,,0,0,1,132,716,716,716,0,10,0,10,0,4,,,,,,,,Gamarya Health Clinic
911,KANO,GAYA,Gamoji Health Post,NO,,0,0,6,132,716,716,716,0,10,0,10,0,4,,,,,,,,Gamoji Health Post
912,KANO,GAYA,Gidan Sarkin Noma Model Primary Health Centre,NO,,0,0,4,132,716,716,716,0,10,0,10,0,4,,,,,,,,Gidan Sarkin Noma Model Primary Health Centre
913,KANO,GAYA,Gungara Health Post,NO,,0,0,2,132,716,716,716,0,10,0,10,0,4,,,,,,,,Gungara Health Post
914,KANO,GAYA,Kademi Primary Health Centre,YES,,1,1,6,132,716,716,716,0,10,0,10,0,4,,,,,,,,Kademi Primary Health Centre
915,KANO,GAYA,Nafisatu Health Clinic,NO,,0,0,4,132,716,716,716,0,10,0,10,0,4,,,,,,,,Nafisatu Health Clinic
916,KANO,GAYA,Yan Audu Health Post,YES,,1,1,4,132,716,716,716,0,10,0,10,0,4,,,,,,,,Yan Audu Health Post
917,KANO,GAYA,Yan Kau Primary Health Centre,NO,,0,0,1,132,716,716,716,0,10,0,10,0,4,,,,,,,,Yan Kau Primary Health Centre
918,KANO,KANO MUNICIPAL COUNCIL,Alfindiki Health Clinic,NO,,0,0,4,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Alfindiki Health Clinic
919,KANO,KANO MUNICIPAL COUNCIL,Dan'agundi Primary Health Centre,NO,,0,0,2,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Dan'agundi Primary Health Centre
920,KANO,KANO MUNICIPAL COUNCIL,Daneji Community Clinic,NO,,0,0,5,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Daneji Community Clinic
921,KANO,KANO MUNICIPAL COUNCIL,Darma Health Clinic,NO,,0,0,3,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Darma Health Clinic
922,KANO,KANO MUNICIPAL COUNCIL,Datti Wudila Health Clinic,NO,,0,0,2,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Datti Wudila Health Clinic
923,KANO,KANO MUNICIPAL COUNCIL,Emirs Palace Health Clinic,NO,,0,0,7,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Emirs Palace Health Clinic
924,KANO,KANO MUNICIPAL COUNCIL,Fuskar Gabas Health Clinic,NO,,0,0,6,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Fuskar Gabas Health Clinic
925,KANO,KANO MUNICIPAL COUNCIL,Gandu Model Primary Health Centre,NO,,0,0,4,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Gandu Model Primary Health Centre
926,KANO,KANO MUNICIPAL COUNCIL,Jakara Primary Health Centre,NO,,0,0,6,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Jakara Primary Health Centre
927,KANO,KANO MUNICIPAL COUNCIL,Madatai Primary Health Centre,YES,,8,8,5,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Madatai Primary Health Centre
928,KANO,KANO MUNICIPAL COUNCIL,Mayanka Primary Health Centre,NO,,0,0,3,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Mayanka Primary Health Centre
929,KANO,KANO MUNICIPAL COUNCIL,Sharada Primary Health Centre,NO,,0,0,12,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Sharada Primary Health Centre
930,KANO,KANO MUNICIPAL COUNCIL,Unguwar Gini Primary Health Centre,NO,,0,0,13,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Unguwar Gini Primary Health Centre
931,KANO,KANO MUNICIPAL COUNCIL,Yakasai Zumunta And Maternity Centre,NO,,0,0,3,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Yakasai Zumunta And Maternity Centre
932,KANO,KANO MUNICIPAL COUNCIL,Yan'awaki Primary Health Centre,YES,,3,3,8,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Yan'awaki Primary Health Centre
933,KANO,KANO MUNICIPAL COUNCIL,Zubairiyya Health Clinic,NO,,0,0,6,116,716,716,716,0,16,2,14,0,#N/A,,,,,,,,Zubairiyya Health Clinic
934,KANO,KUMBOTSO,Ahmad Ado Bayero Primary Health Centre,YES,,3,3,6,151,716,716,716,0,11,1,10,0,4,,,,,,,,Ahmad Ado Bayero Primary Health Centre
935,KANO,KUMBOTSO,Chalawa Primary Health Centre,NO,,0,0,2,151,716,716,716,0,11,1,10,0,4,,,,,,,,Chalawa Primary Health Centre
936,KANO,KUMBOTSO,Chiranci Basic Health Clinic,YES,,2,2,13,151,716,716,716,0,11,1,10,0,4,,,,,,,,Chiranci Basic Health Clinic
937,KANO,KUMBOTSO,Danbare Health Post,NO,,0,0,4,151,716,716,716,0,11,1,10,0,4,,,,,,,,Danbare Health Post
938,KANO,KUMBOTSO,Guringawa Model Primary Health Centre,NO,,0,0,6,151,716,716,716,0,11,1,10,0,4,,,,,,,,Guringawa Model Primary Health Centre
939,KANO,KUMBOTSO,Mariri Model Primary Health Centre,YES,,1,1,22,151,716,716,716,0,11,1,10,0,4,,,,,,,,Mariri Model Primary Health Centre
940,KANO,KUMBOTSO,Na'ibawa Gabas Health Post,YES,,1,1,4,151,716,716,716,0,11,1,10,0,4,,,,,,,,Na'ibawa Gabas Health Post
941,KANO,KUMBOTSO,Panshekara Primary Health Centre,YES,,1,1,20,151,716,716,716,0,11,1,10,0,4,,,,,,,,Panshekara Primary Health Centre
942,KANO,KUMBOTSO,Riga Fada Health Post,NO,,0,0,2,151,716,716,716,0,11,1,10,0,4,,,,,,,,Riga Fada Health Post
943,KANO,KUMBOTSO,Shekar Barde Primary Health Centre,NO,,0,0,8,151,716,716,716,0,11,1,10,0,4,,,,,,,,Shekar Barde Primary Health Centre
944,KANO,KUMBOTSO,Unguwar Rimi Model Primary Health Centre,YES,,7,7,6,151,716,716,716,0,11,1,10,0,4,,,,,,,,Unguwar Rimi Model Primary Health Centre
945,KANO,MADOBI,Akilu Memorial Primary Health Centre,NO,,0,0,10,90,716,716,716,0,12,3,9,0,1,,,,,,,,Akilu Memorial Primary Health Centre
946,KANO,MADOBI,Burji Primary Health Centre,YES,,5,5,1,90,716,716,716,0,12,3,9,0,1,,,,,,,,Burji Primary Health Centre
